2020:06:25-06:03:00,3781.6,3780.5,3782.5,3780.5
2020:06:25-06:04:00,3780.1,3779.5,3781.6,3781.6
2020:06:25-06:05:00,3781.5,3779.5,3781.5,3779.5
2020:06:25-06:06:00,3779.6,3779.5,3781.5,3779.5
2020:06:25-06:07:00,3778.6,3778.6,3781.6,3780.6
2020:06:25-06:08:00,3780.5,3777.5,3780.5,3779.5
2020:06:25-06:09:00,3779.6,3779.6,3784.6,3781.5
2020:06:25-06:10:00,3780.7,3780.6,3784.5,3784.5
2020:06:25-06:11:00,3784.1,3782.5,3784.5,3782.5
2020:06:25-06:12:00,3781.7,3781.5,3784.5,3782.6
2020:06:25-06:13:00,3783.0,3779.6,3784.5,3779.6
2020:06:25-06:14:00,3779.5,3778.5,3782.6,3782.6
2020:06:25-06:15:00,3782.5,3781.6,3782.6,3782.6
2020:06:25-06:16:00,3782.1,3780.5,3782.6,3780.6
2020:06:25-06:17:00,3781.5,3780.8,3781.7,3781.7
2020:06:25-06:18:00,3781.8,3779.7,3782.5,3780.2
2020:06:25-06:19:00,3780.5,3779.7,3780.7,3779.7
2020:06:25-06:20:00,3780.1,3779.6,3781.6,3781.2
2020:06:25-06:21:00,3780.8,3779.6,3781.7,3779.6
2020:06:25-06:22:00,3779.7,3777.7,3779.7,3779.6
2020:06:25-06:23:00,3778.8,3775.8,3781.1,3780.1
2020:06:25-06:24:00,3780.5,3777.6,3780.7,3779.7
2020:06:25-06:25:00,3779.6,3778.6,3780.6,3779.2
2020:06:25-06:26:00,3778.8,3778.7,3779.7,3778.7
2020:06:25-06:27:00,3779.6,3778.7,3782.4,3780.6
2020:06:25-06:28:00,3780.7,3780.6,3782.7,3782.1
2020:06:25-06:29:00,3781.7,3781.6,3783.6,3782.6
2020:06:25-06:30:00,3782.7,3782.6,3785.6,3784.6
2020:06:25-06:31:00,3784.7,3781.6,3784.7,3781.7
2020:06:25-06:32:00,3781.6,3780.6,3781.7,3781.7
2020:06:25-06:33:00,3781.6,3781.6,3782.7,3782.7
2020:06:25-06:34:00,3783.6,3783.6,3785.7,3785.7
2020:06:25-06:35:00,3786.6,3786.6,3793.6,3789.6
2020:06:25-06:36:00,3789.7,3786.6,3790.7,3787.6
2020:06:25-06:37:00,3786.7,3786.6,3789.6,3786.7
2020:06:25-06:38:00,3787.6,3786.7,3790.7,3787.7
2020:06:25-06:39:00,3788.5,3785.6,3788.7,3786.7
2020:06:25-06:40:00,3787.7,3783.6,3787.7,3783.6
2020:06:25-06:41:00,3783.7,3774.7,3784.5,3774.7
2020:06:25-06:42:00,3775.7,3775.3,3777.7,3776.7
2020:06:25-06:43:00,3777.6,3775.7,3777.7,3776.7
2020:06:25-06:44:00,3776.6,3771.6,3776.6,3772.6
2020:06:25-06:45:00,3773.2,3772.7,3775.7,3774.7
2020:06:25-06:46:00,3774.6,3773.6,3777.6,3773.6
2020:06:25-06:47:00,3773.7,3773.7,3777.6,3776.7
2020:06:25-06:48:00,3777.1,3773.7,3778.6,3774.6
2020:06:25-06:49:00,3774.7,3773.6,3774.7,3774.6
2020:06:25-06:50:00,3773.8,3772.7,3774.7,3773.7
2020:06:25-06:51:00,3774.5,3774.5,3776.7,3776.7
2020:06:25-06:52:00,3776.8,3775.7,3777.7,3776.6
2020:06:25-06:53:00,3776.7,3773.7,3777.7,3773.7
2020:06:25-06:54:00,3774.5,3770.7,3774.6,3770.7
2020:06:25-06:55:00,3770.3,3770.3,3773.7,3773.7
2020:06:25-06:56:00,3773.2,3770.6,3773.7,3770.7
2020:06:25-06:57:00,3771.5,3768.7,3771.7,3769.7
2020:06:25-06:58:00,3770.6,3763.7,3771.2,3767.2
2020:06:25-06:59:00,3767.3,3765.7,3769.6,3767.7
2020:06:25-07:00:00,3767.3,3766.7,3777.8,3776.7
2020:06:25-07:01:00,3775.8,3775.8,3784.7,3781.7
2020:06:25-07:02:00,3781.3,3775.7,3781.7,3776.6
2020:06:25-07:03:00,3776.7,3773.7,3778.7,3774.7
